0.0,2.30317266078e+20,3.12173856973e+17
0.000204081632653,6.41179409984e+19,3.36091878791e+17
0.000408163265306,3.36284685884e+19,3.60009900608e+17
0.000612244897959,2.23843069668e+19,3.83927922425e+17
0.000816326530612,1.67225587659e+19,4.07845944243e+17
0.00102040816327,1.3350518586e+19,4.32572666646e+17
0.00122448979592,1.11249473834e+19,4.64577694315e+17
0.00142857142857,9.5519781628e+18,4.96582721985e+17
0.00163265306122,8.38509070385e+18,5.28587749655e+17
0.00183673469388,7.48814741102e+18,5.60592777325e+17
0.00204081632653,6.78006118193e+18,5.94702020452e+17
0.00224489795918,6.20966861258e+18,6.37228125412e+17
0.00244897959184,5.74303736883e+18,6.79754230371e+17
0.00265306122449,5.35677067942e+18,7.2228033533e+17
0.00285714285714,5.03427487153e+18,7.64806440289e+17
0.0030612244898,4.76348369201e+18,8.11411116604e+17
0.00326530612245,4.53542810506e+18,8.67532459416e+17
0.0034693877551,4.34324910303e+18,9.23653802228e+17
0.00367346938776,4.18162125548e+18,9.79775145041e+17
0.00387755102041,4.04637534597e+18,1.03589648785e+18
0.00408163265306,3.93421780096e+18,1.09899813177e+18
0.00428571428571,3.84250021422e+18,1.17257022733e+18
0.00448979591837,3.76903580194e+18,1.24614232289e+18
0.00469387755102,3.71202787346e+18,1.31971441846e+18
0.00489795918367,3.67000283065e+18,1.39328651402e+18
0.00510204081633,3.64175165029e+18,1.47798443138e+18
0.00530612244898,3.62624036413e+18,1.57380817054e+18
0.00551020408163,3.62256603805e+18,1.6696319097e+18
0.00571428571429,3.62997146705e+18,1.76545564886e+18
0.00591836734694,3.64782653764e+18,1.86127938802e+18
0.00612244897959,3.6756072855e+18,1.97401441307e+18
0.00632653061224,3.71281238951e+18,2.09802362872e+18
0.0065306122449,3.75897707305e+18,2.22203284436e+18
0.00673469387755,3.81371080743e+18,2.34604206001e+18
0.0069387755102,3.87668800282e+18,2.47005127566e+18
0.00714285714286,3.94763110885e+18,2.61888376549e+18
0.00734693877551,4.02618515063e+18,2.7783548014e+18
0.00755102040816,4.1119927031e+18,2.93782583731e+18
0.00775510204082,4.20473786852e+18,3.09729687321e+18
0.00795918367347,4.3041387789e+18,3.25676790912e+18
0.00816326530612,4.40992553478e+18,3.45168596322e+18
0.00836734693878,4.52161751998e+18,3.65546577186e+18
0.00857142857143,4.63870103594e+18,3.85924558051e+18
0.00877551020408,4.76066717665e+18,4.06302538915e+18
0.00897959183673,4.88700352128e+18,4.26680519779e+18
0.00918367346939,5.01716317442e+18,4.52005349469e+18
0.00938775510204,5.1501522209e+18,4.77879829029e+18
0.00959183673469,5.28489898035e+18,5.03754308588e+18
0.00979591836735,5.42026496178e+18,5.29628788148e+18
0.01,5.55503267707e+18,5.55503267707e+18
