0.0161241037
443085.0
0.0,0.0
1.0,113.178
2.0,306.174
2.0,20273.27
0.0,43185.74
2.0,60324.79
3.0,120025.2
2.0,120053.4
1.0,120058.2
2.0,142381.0
1.0,142381.8
0.0,142393.5
2.0,187054.0
1.0,197087.7
1.0,210461.8
0.0,267258.71
1.0,267377.11
2.0,267634.0
1.0,273081.33
2.0,283759.7
1.0,283977.4
0.0,284071.9
1.0,290958.25
1.0,293866.49
2.0,294002.86
3.0,294223.07
1.0,297558.66
2.0,298294.0
0.0,300229.93
1.0,300311.96
2.0,300442.55
2.0,306586.08
0.0,313802.77
2.0,324464.88
3.0,324660.8
4.0,324839.03
2.0,324735.65
1.0,327229.25
2.0,327278.3
3.0,327352.17
2.0,329469.8
1.0,329583.89
0.0,329645.14
3.0,331821.44
1.0,332778.94
1.0,338577.25
2.0,338701.98
3.0,338863.03
0.0,343306.3
0.0,350024.49
1.0,350124.45
2.0,350298.38
0.0,356736.3
1.0,356844.98
2.0,357117.01
1.0,358668.9
1.0,363263.38
0.0,365527.08
1.0,365561.95
2.0,365630.4
3.0,365730.68
4.0,365857.89
1.0,365726.76
1.0,366488.45
2.0,366595.76
3.0,366802.62
1.0,367953.9
1.0,368538.65
2.0,368595.93
3.0,368697.0
0.0,370329.18
1.0,370418.32
2.0,370526.49
2.0,370902.22
1.0,374571.64
2.0,374663.52
3.0,374795.14
2.0,376079.92
2.0,377385.58
3.0,377562.31
4.0,377748.57
2.0,377686.83
2.0,378405.68
1.0,378417.84
0.0,378435.16
1.0,379227.15
2.0,379293.03
3.0,379356.75
3.0,380612.2
2.0,380621.9
3.0,380671.3
4.0,380685.9
2.0,380706.51
1.0,380717.92
0.0,380737.0
3.0,380782.17
1.0,381089.27
3.0,381176.9
4.0,381211.3
5.0,381404.5
4.0,381472.5
3.0,381456.8
2.0,381477.8
1.0,381623.8
2.0,381645.0
0.0,391830.76
1.0,391917.8
2.0,392209.53
1.0,392781.47
1.0,394079.4
2.0,394127.3
3.0,394197.9
1.0,394528.2
2.0,394567.05
3.0,394624.68
4.0,394700.27
5.0,394793.28
2.0,398139.92
1.0,398144.29
0.0,398145.63
3.0,398150.4
4.0,398231.48
3.0,398487.08
2.0,398557.17
1.0,398595.65
2.0,400351.56
1.0,400460.99
0.0,400514.89
2.0,401375.09
3.0,401476.29
4.0,401605.52
2.0,401519.8
3.0,401725.6
4.0,401893.2
2.0,401791.7
2.0,402411.5
3.0,402533.3
3.0,403380.0
1.0,403533.7
1.0,405801.5
2.0,405830.38
3.0,405879.97
2.0,414676.0
2.0,415180.0
1.0,415180.0
3.0,415180.0
3.0,422979.0
3.0,425000.0
2.0,426340.0
1.0,428500.87
2.0,428627.2
3.0,428791.89
1.0,430027.0
1.0,437012.5
1.0,438252.9
2.0,438314.4
3.0,438409.1
4.0,438530.8
1.0,439290.6
2.0,439342.3
3.0,439440.8
3.0,442718.0
