0.0161252009
109837.02
2.0,0.0
1.0,158.265
0.0,226.977
2.0,15867.862
0.0,33792.583
2.0,73768.2
1.0,76794.978
1.0,86625.757
2.0,86627.778
3.0,86631.454
1.0,88630.587
2.0,88631.146
0.0,88631.303
2.0,95476.728
1.0,96225.049
4.0,97420.63
3.0,97420.716
2.0,97420.839
1.0,97420.942
0.0,97420.991
1.0,97488.378
2.0,97488.448
3.0,97488.538
1.0,99092.968
2.0,99093.641
3.0,99094.837
1.0,99680.968
2.0,99681.049
0.0,99681.309
3.0,101135.407
2.0,101147.526
1.0,101155.422
2.0,102116.698
1.0,102411.995
2.0,102662.026
4.0,102865.506
3.0,102865.547
2.0,102865.606
1.0,102865.655
0.0,102865.679
3.0,102908.374
2.0,102908.443
1.0,102908.489
4.0,102968.249
2.0,102968.249
5.0,102968.249
3.0,102968.249
1.0,102968.249
2.0,102968.343
3.0,102968.343
4.0,102968.343
1.0,103625.754
2.0,103626.111
3.0,103626.611
2.0,103869.968
1.0,103870.028
0.0,103870.252
2.0,105019.307
1.0,105165.232
4.0,105385.354
3.0,105385.377
2.0,105385.409
1.0,105385.436
0.0,105385.449
1.0,105409.008
2.0,105409.008
3.0,105409.008
5.0,105441.645
3.0,105441.645
1.0,105441.645
4.0,105441.645
2.0,105441.645
4.0,105441.724
2.0,105441.724
3.0,105441.724
1.0,105788.431
2.0,105788.595
3.0,105788.856
0.0,105912.031
1.0,105912.031
2.0,105912.031
2.0,106545.354
1.0,106627.934
4.0,106751.447
3.0,106751.458
2.0,106751.474
1.0,106751.487
0.0,106751.494
3.0,106765.803
1.0,106765.803
2.0,106765.803
4.0,106785.16
2.0,106785.16
5.0,106785.16
3.0,106785.16
1.0,106785.16
2.0,106785.201
3.0,106785.201
4.0,106785.201
6.0,106787.903
4.0,106787.903
2.0,106787.903
5.0,106787.903
3.0,106787.903
5.0,106787.903
3.0,106787.903
4.0,106787.903
2.0,107446.036
1.0,107497.224
4.0,107573.476
3.0,107573.484
2.0,107573.495
1.0,107573.504
0.0,107573.508
3.0,107582.777
1.0,107582.777
2.0,107582.777
4.0,107595.14
2.0,107595.14
5.0,107595.14
3.0,107595.14
1.0,107595.14
2.0,107595.147
3.0,107595.147
4.0,107595.147
2.0,108021.4
1.0,108056.0
4.0,108106.072
3.0,108106.077
2.0,108106.085
1.0,108106.091
0.0,108106.094
2.0,108114.0
3.0,108114.0
1.0,108114.0
2.0,108412.0
1.0,108436.3
2.0,108470.23
0.0,108470.23
3.0,108470.23
1.0,108470.23
4.0,108470.23
3.0,108476.7
1.0,108476.7
2.0,108476.7
1.0,108705.5
4.0,108731.53
2.0,108731.53
0.0,108731.53
3.0,108731.53
1.0,108731.53
2.0,108736.1
3.0,108736.1
1.0,108736.1
1.0,108906.1
2.0,108927.2
3.0,108927.2
1.0,108927.2
1.0,109056.0
3.0,109073.3
1.0,109073.3
2.0,109073.3
1.0,109171.7
3.0,109186.3
1.0,109186.3
2.0,109186.3
1.0,109265.9
3.0,109278.2
2.0,109278.2
1.0,109283.0
1.0,109341.0
2.0,109348.9
3.0,109348.9
1.0,109348.9
1.0,109402.4
3.0,109409.5
1.0,109409.5
2.0,109409.5
1.0,109454.7
3.0,109457.6
1.0,109457.6
2.0,109457.6
1.0,109492.9
2.0,109498.0
3.0,109499.0
1.0,109499.0
2.0,109533.2
3.0,109533.2
1.0,109533.2
1.0,109533.3
3.0,109561.5
1.0,109561.5
2.0,109561.5
1.0,109562.3
1.0,109589.0
3.0,109589.3
1.0,109589.3
2.0,109589.3
2.0,109610.5
3.0,109610.5
1.0,109610.5
1.0,109610.5
2.0,109630.0
3.0,109630.0
1.0,109630.0
1.0,109630.0
1.0,109647.7
3.0,109647.7
1.0,109647.7
2.0,109647.7
1.0,109661.4
3.0,109661.4
1.0,109661.4
2.0,109661.4
2.0,109673.5
3.0,109673.5
1.0,109673.5
1.0,109673.5
2.0,109686.2
3.0,109686.2
1.0,109686.2
1.0,109686.2
1.0,109695.9
3.0,109695.9
1.0,109695.9
2.0,109695.9
1.0,109705.4
3.0,109705.4
1.0,109705.4
2.0,109705.4
2.0,109713.7
3.0,109713.7
1.0,109713.7
1.0,109713.7
