0.0161246523
283270.9
1.5,0.0
2.5,26810.55
1.5,26830.57
1.5,40468.01
0.5,40470.0
2.5,119837.21
1.5,120000.43
0.5,120082.86
2.5,165988.46
1.5,165996.5
0.5,185235.281
1.5,185340.577
2.5,185499.124
0.5,188888.543
1.5,189068.514
0.5,195710.47
0.5,203942.288
0.5,206730.762
1.5,206786.286
2.5,206877.865
3.5,207002.482
2.5,206971.68
1.5,206972.72
0.5,208346.104
1.5,208392.258
2.5,208484.202
1.5,211522.117
2.5,211712.732
1.5,212161.881
1.5,212593.82
0.5,212762.25
0.5,214169.92
1.5,214229.671
2.5,228723.84
3.5,228747.45
2.5,229947.07
1.5,229968.44
0.5,230609.45
1.5,231296.126
2.5,231350.087
3.5,231427.97
4.5,231530.246
2.5,232462.724
1.5,232535.949
0.5,232602.492
0.5,232480.44
1.5,232527.09
0.5,232711.642
1.5,232745.981
2.5,232747.562
3.5,232753.816
2.5,232796.298
3.5,232959.21
1.5,233430.53
0.5,233544.59
1.5,234402.797
2.5,234454.634
0.5,238627.46
1.5,238732.65
2.5,238893.96
0.5,240330.01
1.5,240517.35
0.5,245037.29
2.5,245400.0
0.5,245768.37
1.5,245816.7
2.5,245903.224
3.5,246029.295
1.5,246291.822
0.5,246320.086
2.5,246455.629
1.5,246483.317
1.5,248010.23
2.5,248186.64
0.5,248426.41
1.5,248515.3
3.5,251222.19
2.5,251224.79
4.5,252608.28
3.5,252609.46
0.5,252987.23
1.5,252993.39
1.5,253046.74
2.5,253048.82
0.5,253789.99
1.5,253792.4
1.5,254337.61
2.5,254388.42
3.5,254480.2
4.5,254590.0
0.5,254846.68
1.5,254881.37
2.5,254896.42
3.5,255019.73
1.5,254981.55
2.5,255105.01
1.5,255142.41
0.5,255163.08
1.5,255173.58
0.5,255281.93
2.5,255302.11
3.5,255466.1
0.5,255622.8
2.5,255689.939
3.5,255691.346
2.5,255756.131
3.5,255759.384
1.5,255812.728
2.5,255813.472
4.5,255827.657
3.5,255829.58
1.5,255842.91
2.5,255897.59
1.5,255912.32
0.5,255912.37
5.5,255977.481
4.5,255983.584
1.5,256083.604
2.5,256087.746
3.5,256123.231
2.5,256125.785
4.5,256136.036
3.5,256143.187
0.5,257695.74
1.5,257799.93
2.5,257965.11
0.5,258411.26
1.5,258606.35
2.5,259287.61
1.5,259288.07
0.5,260686.27
0.5,260911.96
1.5,260958.62
2.5,261044.03
3.5,261180.59
0.5,261214.47
1.5,261261.29
2.5,261356.02
1.5,261621.56
1.5,261698.75
2.5,261869.94
0.5,262286.82
1.5,262368.05
1.5,265220.3
2.5,265220.3
2.5,265431.5
1.5,265468.2
3.5,265581.2
2.5,265637.1
3.5,265638.59
4.5,265697.13
3.5,265697.13
2.5,265718.48
3.5,265720.38
4.5,265761.29
3.5,265763.36
1.5,265766.28
2.5,265767.55
3.5,265794.08
4.5,265794.14
4.5,265815.98
5.5,265816.06
2.5,265820.27
3.5,265820.46
2.5,265855.2
0.5,265893.06
1.5,265893.62
5.5,265925.19
4.5,265930.31
1.5,265957.37
2.5,265963.54
2.5,265980.11
1.5,265980.11
3.5,265992.31
2.5,265992.37
5.5,265992.31
6.5,265992.34
4.5,265999.75
3.5,266004.9
2.5,266007.6
3.5,266007.72
3.5,266022.9
4.5,266022.9
4.5,266024.16
5.5,266024.16
2.5,266579.73
3.5,266588.33
1.5,266624.32
2.5,266640.58
0.5,266698.0
1.5,266802.0
2.5,266971.23
0.5,267101.1
1.5,267298.23
0.5,267460.28
1.5,267490.79
1.5,267768.2
2.5,267775.48
3.5,267788.09
0.5,268369.8
1.5,268465.6
2.5,268547.5
3.5,268692.1
2.5,268782.5
3.5,271068.35
4.5,271068.39
4.5,271171.85
3.5,271171.85
4.5,271184.87
5.5,271185.08
2.5,271187.92
3.5,271188.04
2.5,271360.61
1.5,271360.61
5.5,271367.7
6.5,271367.79
3.5,271375.48
2.5,271375.61
3.5,271384.65
4.5,271384.8
4.5,271385.06
5.5,271385.39
1.5,272728.4
2.5,272787.7
3.5,272968.4
2.5,273018.7
2.5,274740.7
3.5,274781.5
1.5,274916.0
2.5,274928.0
1.5,275611.1
4.5,275842.14
3.5,275842.14
3.5,275881.65
2.5,275881.65
1.5,275983.95
2.5,276075.32
0.5,275996.5
1.5,276066.81
2.5,276066.88
4.5,276109.46
5.5,276109.54
0.5,276263.81
1.5,276263.81
1.5,278144.33
2.5,278144.62
0.5,282219.9
